Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C,Label
11:38:58,0.1,-0.84,11.26,-7.26,2.91,-1.22,38.88,NON_CRASH
11:38:58,0.13,-0.46,11.35,-4.91,3.27,-0.92,38.98,NON_CRASH
11:38:58,0.1,-0.7,11.13,-4.25,3.23,-1.08,38.93,NON_CRASH
11:38:58,0.08,-0.77,10.6,-5.61,2.39,-1.09,38.93,NON_CRASH
11:38:58,0.02,-0.77,10.71,-5.11,3.9,-1.11,38.93,NON_CRASH
11:38:58,0.2,-0.69,10.62,-5.69,3.19,-1.36,38.98,NON_CRASH
11:38:58,0.15,-0.89,10.84,-5.02,2.88,-1.34,38.88,NON_CRASH
11:38:58,0.34,-0.74,10.97,-5.44,2.06,-1.06,38.88,NON_CRASH
11:38:58,0.11,-0.9,10.24,-4.72,3.87,-1.25,38.88,NON_CRASH
11:38:58,0.39,-0.58,10.39,-5.47,0.16,-1.26,38.93,NON_CRASH
11:38:58,0,-0.98,10.83,-4.79,1.95,-1.11,38.93,NON_CRASH
11:38:58,0.16,-0.7,10.99,-5.14,2.09,-1.18,38.93,NON_CRASH
11:38:58,0.24,-0.74,11.05,-5.35,1.79,-1.12,38.88,NON_CRASH
11:38:58,-0.18,-1.03,10.39,-5.27,0.61,-1.17,38.88,NON_CRASH
11:38:58,0.01,-0.79,10.71,-5.56,2.85,-1.17,38.88,NON_CRASH
11:38:58,-0.29,-0.96,10.86,-4.08,2.01,-1.02,38.88,NON_CRASH
11:38:58,0.26,-0.57,10.73,-6.6,2.09,-1.37,38.93,NON_CRASH
11:38:58,-0.04,-0.97,11.63,-5.21,1.61,-1.33,38.93,NON_CRASH
11:38:58,0.3,-0.49,11.09,-4.45,3.56,-1.09,38.88,NON_CRASH
11:38:58,0.23,-0.7,10,-5.02,1.72,-0.93,38.88,NON_CRASH
11:38:58,0.2,-0.72,9.59,-6.97,3.03,-1.08,38.98,NON_CRASH
11:38:58,-0.01,-0.63,11.25,-5.57,0.2,-1.2,38.98,NON_CRASH
11:38:58,-0.07,-1.03,10.81,-4.15,1.3,-1.29,38.84,NON_CRASH
11:38:58,-0.27,-0.82,11.98,-7.03,2.94,-1.22,38.88,NON_CRASH
11:38:59,0.07,-0.81,11.11,-4.68,3.86,-1.12,38.93,NON_CRASH
11:38:59,0.32,-0.47,10.91,-4.94,3.74,-1.34,38.98,NON_CRASH
11:38:59,0.1,-0.55,11.16,-5.24,1.68,-1.22,38.98,NON_CRASH
11:38:59,-0.28,-0.93,11.3,-6.31,2.4,-1.37,38.88,NON_CRASH
11:38:59,-0.15,-0.96,10.86,-4.65,2.96,-1.11,38.93,NON_CRASH
11:38:59,0.05,-0.91,10.07,-5.01,2.92,-1.31,38.84,NON_CRASH
11:38:59,0.1,-0.59,11.94,-4.77,3.89,-1.31,38.88,NON_CRASH
11:38:59,0.17,-0.88,11.26,-5.76,1.8,-1.18,38.93,NON_CRASH
11:38:59,0.05,-0.87,10.2,-4.96,0.36,-1.16,38.98,NON_CRASH
11:38:59,0.05,-0.91,10.37,-4.79,2.24,-1.18,38.79,NON_CRASH
11:38:59,0.35,-0.57,10.99,-5.01,3.83,-1.17,38.98,NON_CRASH
11:38:59,-0.04,-0.33,10.24,-6.14,0.82,-1.12,38.98,NON_CRASH
11:38:59,0.19,-0.58,10.84,-4.4,3.9,-1.05,38.88,NON_CRASH
11:38:59,0.17,-0.86,9.79,-5.62,2.99,-1.38,38.93,NON_CRASH
11:38:59,-0.12,-0.97,10.59,-5.71,2.93,-1.27,39.02,NON_CRASH
11:38:59,-0.09,-0.74,11.69,-4.63,2.9,-1.12,38.93,NON_CRASH
11:38:59,0.19,-0.68,11.15,-5.71,1.54,-0.94,38.88,NON_CRASH
11:38:59,0.14,-0.78,11.01,-5.43,2.59,-1.15,38.88,NON_CRASH
11:38:59,0.12,-0.78,10.63,-4.81,1.95,-1.24,38.93,NON_CRASH
11:38:59,0.21,-0.64,10.9,-5.71,2.15,-1.15,38.93,NON_CRASH
11:38:59,0.23,-0.75,10.01,-5.05,2.83,-1.09,38.98,NON_CRASH
11:38:59,0.19,-0.68,10.24,-4.66,1.98,-1.13,38.88,NON_CRASH
11:38:59,0.14,-0.62,10.43,-4.37,3.4,-1.26,38.84,NON_CRASH
11:38:59,0.59,-0.46,10.44,-4.05,0.34,-1.26,38.84,NON_CRASH
11:38:59,0.18,-0.77,9.92,-5.76,3.19,-1.11,38.84,NON_CRASH
11:38:59,0.11,-0.78,9.85,-4.47,2.15,-1.13,38.93,NON_CRASH
11:38:59,0.23,-0.61,10.85,-4.42,3.27,-1.29,38.98,NON_CRASH
11:38:59,0.12,-0.75,10.81,-5.01,2.19,-1.23,38.88,NON_CRASH
11:38:59,0,-0.98,10.47,-4.35,1.98,-1.01,38.88,NON_CRASH
11:38:59,0.29,-0.74,10.18,-5.08,2.54,-1.16,38.88,NON_CRASH
11:38:59,0.22,-0.63,10.59,-4.04,2.94,-1.21,39.02,NON_CRASH
11:38:59,-0.13,-0.96,10.86,-7.27,2.05,-1.1,38.84,NON_CRASH
